url,headline,date
https: thehill.com policy international 4442394-gaza-economic-recovery-to-take-12ades-un ,   Gaza economic recovery to take 12ades: UN  ,2024-02-01
https: thehill.com homenews state-watch 4441974-chicago-city-council-gaza-cease-fire ,   Chicago lawmakers call for permanent Gaza cease-fire  ,2024-02-01
https: thehill.com policy international 4441856-case-meant-to-force-biden-administration-to-pressure-israel-on-gaza-bombings-dismissed ,   Case meant to force Biden administration to pressure Israel on Gaza bombings dismissed  ,2024-02-01
https: thehill.com policy defense 4444703-israels-military-threatens-to-advance-into-last-gaza-safe-zone ,   Israel’s military threatens to advance into last Gaza ‘safe zone’  ,2024-02-02
https: thehill.com policy international 4444227-ap-norc-poll-israel-too-far-gaza-war ,   Half in new poll say Israel has gone too far in Gaza war  ,2024-02-02
https: thehill.com policy international 4443055-gaza-war-gives-new-urgency-to-us-push-for-israel-saudi-ties ,   Gaza war gives new urgency to US push for Israel-Saudi ties  ,2024-02-02
https: thehill.com homenews senate 4446748-virginia-democrat-suggests-new-hostage-deal-deescalate-war-in-gaza ,   Virginia Democrat suggests new hostage deal is ‘best chance’ to deescalate war in Gaza  ,2024-02-03
https: thehill.com blogs in-the-know 4448113-annie-lennox-calls-for-gaza-ceasefire-at-grammys ,   Annie Lennox calls for Gaza cease-fire at Grammys  ,2024-02-04
https: thehill.com opinion international 4442213-israels-04-have-committed-war-crimes-in-gaza-but-not-genocide ,   Israel 04 have committed war crimes in Gaza but not genocide  ,2024-02-04
https: thehill.com opinion international 4440793-a-history-of-violence-examining-the-conflict-in-gaza ,   A history of violence: Examining the conflict in Gaza   ,2024-02-04
https: thehill.com homenews senate 4453366-democrats-propose-amendment-conditioning-aid-to-israel-over-delivery-of-humanitarian-assistance-to-gaza ,   Democrats propose amendment conditioning aid to Israel over delivery of humanitarian assistance to Gaza  ,2024-02-07
https: thehill.com policy international 4453131-hamas-proposes-months-long-gaza-cease-fire ,   Hamas proposes months-long Gaza cease-fire with Israeli withdrawal: Reports  ,2024-02-07
https: thehill.com homenews administration 4457526-biden-israels-response-in-gaza-has-been-over-the-top ,   Biden: Israel’s response in Gaza has been ‘over the top’  ,2024-02-08
https: thehill.com policy international 4456398-american-brothers-detained-gaza-raid-israeli-forces ,"   American brothers detained in Gaza raid by Israeli forces, family says  ",2024-02-08
https: thehill.com opinion international 4453745-how-new-minimal-moderate-leadership-can-transform-israel-and-gaza ,"   How new, ‘minimal moderate’ leadership can transform Israel and Gaza  ",2024-02-08
https: thehill.com policy international 4458332-unicef-warns-escalation-in-rafah-would-03k-devastating-turn-in-gaza-war ,   UNICEF warns escalation in Rafah would 03k ‘devastating turn’ in Gaza war  ,2024-02-09
https: thehill.com policy international 4460798-israel-hamas-command-tunnel-under-un-headquarters-gaza ,   Israel says Hamas had command tunnel under UN’s headquarters in Gaza  ,2024-02-10
https: thehill.com opinion international 4459937-the-pathway-to-restoring-palestinian-authority-rule-in-gaza ,   A potential path to restoring Palestinian Authority rule in Gaza  ,2024-02-10
https: thehill.com policy defense 4460350-israeli-strikes-kill-palestinians-rafah-many-displaced ,"   Israeli strikes kill 31 Palestinians in Gaza’s southernmost city, where many are displaced  ",2024-02-10
https: thehill.com policy international 4461252-netanyahu-defends-gaza-response-i-think-were-doing-the-right-thing ,   Netanyahu defends Gaza response: ‘I think we’re doing the right thing’  ,2024-02-11
https: thehill.com policy international 4463861-at-white-house-jordans-king-calls-for-lasting-cease-fire-now-in-gaza ,"   At White House, Jordan’s king calls for ‘lasting cease-fire now’ in Gaza  ",2024-02-12
https: thehill.com policy international 4462814-2-hostages-rescued-gaza-raid-palestinians-killed ,   2 hostages rescued in Gaza raid that killed dozens of Palestinians  ,2024-02-12
https: thehill.com opinion international 4459125-you-should-question-much-of-what-you-read-about-the-war-in-gaza ,   You should question much of what you read about the war in Gaza  ,2024-02-12
https: thehill.com homenews senate 4465080-senate-democrat-accuses-israel-textbook-war-crime-gaza ,   Senate Democrat accuses Israel of ‘textbook war crime’ in Gaza  ,2024-02-13
https: thehill.com homenews administration 4468690-biden-to-grant-18-month-deportation-protections-to-palestinians-impacted-by-gaza-war ,   Biden to grant 18-month deportation protections to Palestinians impacted by Gaza war  ,2024-02-14
https: thehill.com homenews senate 4468109-democrats-press-biden-administration-expand-assistance-americans-families-gaza ,"   Democrats press Biden administration to expand efforts to help Americans, families leave Gaza  ",2024-02-14
https: thehill.com policy international 4468103-starlink-service-israel-gaza-elon-musk ,"   Starlink approved for service in Israel, Gaza  ",2024-02-14
https: thehill.com homenews 4470915-why-rafah-is-a-key-flashpoint-in-the-gaza-war ,   Why Rafah is a key flashpoint in the Gaza war   ,2024-02-15
https: thehill.com policy defense 4469491-why-israel-entered-southern-gaza-hospital ,   Why Israel has entered southern Gaza hospital to fight Hamas  ,2024-02-15
https: thehill.com homenews 4467772-biden-holds-back-action-on-israel-despite-dire-gaza-warnings ,   Biden holds back action on Israel despite dire Gaza warnings  ,2024-02-15
https: thehill.com policy international 4474845-israel-says-over-100-arrests-made-in-gaza-hospital-raid ,   Israel says over 100 arrests made in Gaza hospital raid  ,2024-02-17
https: thehill.com policy healthcare 4473673-gazas-health-care-crisis-is-horrifying-and-getting-worse ,   Gaza’s health care crisis is horrifying — and getting worse    ,2024-02-17
https: thehill.com policy international 4475515-israel-strikes-gaza-as-us-says-it-will-veto-additional-un-cease-fire-resolution ,   Israel strikes Gaza as US says it will veto additional UN cease-fire resolution  ,2024-02-18
https: thehill.com newsletters health-care 4477622-inside-gazas-health-crisis ,   Inside Gaza’s health crisis  ,2024-02-19
https: thehill.com newsletters defense-national-security 4477519-israel-sets-ramadan-deadline-for-gaza-invasion ,   Israel sets Ramadan deadline for Gaza invasion  ,2024-02-19
https: thehill.com homenews 4471290-michigan-progressives-gaza-biden-pri03y ,   Michigan progressives angry over Gaza urge voters to ditch Biden in pri03y  ,2024-02-19
https: thehill.com policy international 4479140-un-agency-halting-food-deliveries-northern-gaza-chaos ,"   UN agency halting food deliveries to northern Gaza, citing increasing chaos  ",2024-02-20
https: thehill.com homenews state-watch 4479159-dearborn-michigan-biden-israel-gaza-hamas ,   Dearborn 04or slams Biden on Israel-Gaza: ‘This betrayal feels uniquely un-American’  ,2024-02-20
https: thehill.com policy international 4478123-1-in-6-children-malnourished-in-northern-gaza-un ,   1 in 6 children malnourished in northern Gaza: UN  ,2024-02-20
https: thehill.com newsletters defense-national-security 4481867-biden-faces-growing-pressure-to-back-gaza-cease-fire ,   Biden faces growing pressure to back Gaza cease-fire  ,2024-02-21
https: thehill.com homenews administration 4481525-biden-pressure-gaza-cease-fire ,   Biden faces growing pressure to back Gaza cease-fire  ,2024-02-21
https: thehill.com opinion international 4483474-the-day-after-in-gaza-and-the-heavy-cost-of-15-years-of-netanyahus-rule ,   The ‘day after’ in Gaza and the heavy cost of 15 years of Netanyahu’s rule  ,2024-02-22
https: thehill.com policy international 4482718-who-gaza-death-zone-israel-hamas ,   WHO chief calls Gaza ‘death zone’  ,2024-02-22
https: thehill.com policy defense 4485057-netanyahu-post-war-gaza-israel-hamas ,   Netanyahu unveils plans for post-war Gaza  ,2024-02-23
https: thehill.com policy international 4488709-american-d10or-describes-incomparable-impacts-on-children-in-gaza ,   American d10or describes ‘incomparable’ impacts on children in Gaza   ,2024-02-25
https: thehill.com homenews campaign 4488034-dingell-avoids-taking-sides-in-michigan-pri03y-protest-over-gaza ,   Dingell avoids taking sides in Michigan pri03y protest over Gaza  ,2024-02-25
https: thehill.com homenews administration 4490293-biden-gaza-cease-fire-could-start-before-next-week ,   Biden: Gaza cease-fire could start before next week  ,2024-02-26
https: thehill.com homenews campaign 4492061-democrat-dingell-says-trump-04-have-nuked-gaza-amid-anger-at-biden ,   Democrat Dingell says Trump 04 have ‘nuked Gaza’ amid anger at Biden  ,2024-02-27
https: thehill.com policy defense 4495319-air-force-airman-aaron-bushnell-self-immolation-israel-gaza ,   Air Force looking for ‘lessons’ from airman’s self-immolation over Gaza  ,2024-02-28
https: thehill.com homenews house 4493784-democrats-press-blinken-to-protect-press-freedom-in-gaza ,   Democrats push Blinken to protect press freedom in Gaza  ,2024-02-28
https: thehill.com homenews campaign 4499199-kari-lake-says-if-trump-reelected-wars-ukraine-gaza-to-end-quickly ,"   Kari Lake says if Trump is reelected, wars in Ukraine, Gaza will ‘wrap up quickly’  ",2024-02-29
https: thehill.com policy international 4498849-ceasefire-calls-in-congress-grow-after-killings-at-gaza-humanitarian-aid-convoy ,   Cease-fire calls in Congress grow after killings at Gaza humanitarian aid convoy  ,2024-02-29
https: thehill.com newsletters defense-national-security 4498773-gaza-officials-israeli-forces-opened-fire-into-palestinian-crowd ,   Gaza officials: Israeli forces opened fire into Palestinian crowd  ,2024-02-29
https: thehill.com policy defense 4497867-democrat-grills-austin-on-lack-of-consequences-for-israel-over-gaza-death-toll ,   Democrat grills Austin on lack of consequences for Israel over Gaza death toll  ,2024-02-29
https: thehill.com policy international 4497496-biden-gaza-cease-fire-israel ,   Biden: Gaza cease-fire ‘probably not by Monday’  ,2024-02-29
https: thehill.com policy defense 4497061-100-killed-gaza-israel-forces-open-fire ,   100-plus killed as Israeli soldiers open fire on Palestinians waiting for aid: Gaza officials  ,2024-02-29
https: thehill.com policy defense 4496865-gaza-death-toll-passes-30000-grim-milestone ,"   Gaza death toll passes 30,000 in grim milestone  ",2024-02-29
https: thehill.com newsletters defense-national-security 4502099-us-to-airdrop-aid-into-gaza ,   US to airdrop aid into Gaza  ,2024-03-01
https: thehill.com policy international 4501301-us-airdrops-aid-gaza-biden ,"   US to airdrop humanitarian aid into Gaza, Biden says  ",2024-03-01
https: thehill.com homenews house 4500731-dozens-of-democrats-backing-temporary-pause-in-gaza-fighting-for-hostage-release ,   Dozens of Democrats backing ‘temporary pause’ in Gaza fighting for hostage release  ,2024-03-01
https: thehill.com policy international 4503940-israel-agrees-to-framework-of-proposed-ceasefire-gaza ,   Israel agrees to framework of proposed 6-week cease-fire in Gaza: Report  ,2024-03-02
https: thehill.com opinion 4502882-gaza-a-defining-moment-in-our-moral-history ,   Gaza — A defining moment in our moral history  ,2024-03-02
https: thehill.com policy international 4503331-us-begins-delivering-humanitarian-aid-into-gaza ,   US begins delivering humanitarian aid into Gaza amid war  ,2024-03-02
https: thehill.com opinion international 4491689-after-the-war-whats-next-for-gaza ,"   After the war, what’s next for Gaza?  ",2024-03-02
https: thehill.com policy international 4503098-sanders-pushes-harder-gaza-cease-fire-not-another-nickel-netanyahu ,   Sanders pushes harder for Gaza cease-fire: ‘Not another nickel for Netanyahu’  ,2024-03-02
